col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,target
a,0,10,6,0,1,3,5,b,f,1,192283,29,20,0
a,0,6,13,0,1,1,5,b,d,2,271012,29,40,0
a,0,13,1,0,1,3,2,b,a,1,189265,33,40,0
a,0,6,13,0,1,3,5,a,d,2,321880,17,15,0
c,0,9,2,0,1,3,6,b,e,1,177465,52,25,0
e,0,10,6,0,1,3,1,b,e,1,127647,24,35,0
b,0,9,2,0,1,1,8,a,b,1,119033,32,40,1
a,0,13,1,4650,1,3,2,b,a,1,289748,40,48,0
e,0,9,2,0,,3,2,a,a,1,209317,32,40,0
a,0,13,1,0,1,3,6,b,a,1,284531,33,40,0
a,0,4,9,0,1,3,7,a,a,1,251120,30,38,0
a,0,9,2,0,1,3,1,a,a,1,113870,28,40,0
b,0,12,7,0,1,8,9,a,b,1,170114,62,50,0
b,0,13,1,15024,1,5,13,a,b,1,121124,46,40,1
a,0,11,8,0,1,3,11,b,a,1,328199,32,64,0
b,0,9,2,0,1,3,7,a,b,1,206307,26,40,1
b,0,13,1,15024,1,7,4,a,b,1,236021,41,40,1
b,0,10,6,0,1,4,1,a,b,1,170603,57,40,1
b,0,10,6,7298,1,3,6,a,b,1,74275,52,45,1
b,0,13,1,0,1,2,2,a,b,1,112271,35,50,1
a,0,9,2,0,1,3,3,a,d,1,118306,19,16,0
a,0,13,1,0,1,3,2,a,a,1,126754,49,45,1
b,0,11,8,0,,3,7,a,b,1,267205,47,60,1
b,0,7,3,0,1,3,1,b,c,1,205359,38,32,0
a,0,9,2,0,1,3,10,a,d,1,398662,30,40,0
b,0,7,3,0,17,3,3,a,b,1,202498,32,40,0
b,0,9,2,0,1,3,2,b,c,1,105650,32,50,1
a,0,11,8,0,1,3,2,b,d,1,191204,46,40,0
a,0,9,2,0,1,3,9,a,a,1,56582,22,50,0
b,0,10,6,0,1,5,13,a,b,1,51579,47,50,0
b,0,10,6,0,1,2,6,b,c,1,152030,57,25,1
c,0,10,6,0,1,3,1,b,e,2,227310,47,40,0
b,0,13,1,0,1,3,4,a,b,1,55854,41,56,1
b,0,9,2,0,1,5,8,a,b,1,28996,36,40,0
b,0,13,1,0,1,3,9,a,b,1,160634,32,60,0
d,0,7,3,0,26,3,5,a,f,1,222450,37,40,0
b,0,9,2,0,1,7,9,a,b,1,180419,36,45,0
b,0,9,2,2635,1,3,7,a,b,1,116084,64,40,0
a,0,6,13,0,1,3,5,a,d,1,202521,17,15,0
a,0,10,6,0,1,3,1,b,d,1,186014,23,15,0
c,0,10,6,914,1,3,1,b,e,1,88368,40,40,0
b,0,13,1,15024,1,1,2,a,b,1,190044,42,50,1
b,0,9,2,0,1,2,5,a,b,1,35330,37,42,0
a,0,10,6,0,1,4,3,b,e,1,84848,35,40,0
c,0,9,2,0,1,2,5,a,a,1,176280,56,50,0
b,0,13,1,0,1,3,7,a,b,3,145271,52,40,0
b,0,13,1,0,1,5,11,a,b,1,108320,37,45,1
b,0,16,10,0,1,1,4,a,b,1,106377,48,65,1
c,0,9,2,0,30,3,5,b,d,1,258730,24,40,0
b,0,11,8,0,1,3,7,a,b,1,58305,33,40,0
b,0,11,8,0,14,3,11,a,b,3,341672,39,40,0
c,0,9,2,0,1,3,1,a,a,2,176648,34,42,0
c,0,13,1,0,1,,,b,a,1,32616,24,40,0
a,0,10,6,0,32,3,2,a,d,5,481175,23,24,0
b,0,9,2,99999,1,3,6,a,b,1,187454,49,65,1
a,0,9,2,0,1,3,5,a,a,1,25837,18,25,0
a,0,8,16,0,1,3,10,a,d,1,385077,20,40,0
b,0,14,4,0,1,3,6,a,b,1,68985,54,55,1
a,0,10,6,0,1,3,1,a,d,1,181572,19,40,0
b,0,9,2,0,1,3,7,a,b,1,23698,53,46,1
e,0,8,16,0,1,,,b,e,2,268127,34,40,0
a,0,9,2,0,1,3,7,a,d,1,162298,28,40,0
b,0,9,2,0,1,3,10,a,b,1,144608,35,40,0
a,0,10,6,0,1,3,6,b,a,1,250630,20,20,0
c,0,10,6,0,1,3,1,b,a,1,150441,31,50,0
e,0,16,10,0,1,3,4,b,e,1,189251,37,40,0
b,0,8,16,0,17,3,7,a,b,1,260082,64,40,0
b,0,10,6,0,1,3,11,a,b,1,139126,42,40,1
c,0,10,6,0,1,3,6,a,a,1,50132,27,50,0
a,0,10,6,0,1,2,5,b,e,1,167691,36,50,0
b,0,10,6,0,1,3,7,a,b,1,77820,36,40,1
a,0,9,2,0,1,3,3,a,d,2,156513,23,40,0
b,0,9,2,3464,1,3,7,a,b,1,248059,46,40,0
a,0,7,3,0,3,3,7,a,a,2,283092,24,35,0
a,0,9,2,0,1,3,1,b,d,1,175883,22,40,0
b,0,13,1,0,1,3,2,a,b,1,232308,62,40,1
a,0,9,2,0,8,3,5,a,d,1,269991,19,40,0
a,0,9,2,0,1,3,5,a,d,1,305446,20,30,0
b,0,14,4,15024,,3,2,a,b,3,120781,47,40,1
a,0,9,2,0,1,3,1,b,d,1,78707,57,40,0
a,0,9,2,0,1,3,10,a,d,1,351802,19,35,0
b,0,14,4,0,1,5,4,b,c,1,196529,37,45,1
b,0,9,2,0,1,7,6,a,b,1,175769,35,65,1
a,0,8,16,0,1,3,6,b,d,1,153021,17,20,0
c,0,10,6,0,1,5,1,b,e,1,331902,36,35,0
b,0,10,6,0,1,3,8,a,b,1,279461,50,40,1
b,0,9,2,3942,1,3,4,b,c,1,145704,35,35,0
a,0,16,10,0,1,1,4,a,a,1,205499,27,77,0
b,1740,9,2,0,1,3,7,a,b,1,293926,28,30,0
c,0,15,11,99999,1,2,4,a,a,1,69132,29,60,1
e,0,9,2,0,1,3,7,a,a,2,113099,25,40,0
g,0,12,7,0,1,7,2,b,a,1,206947,47,67,0
b,0,14,4,0,1,1,4,b,c,1,159782,29,45,1
a,0,9,2,0,1,3,1,b,a,1,410543,19,40,0
b,0,10,6,0,1,3,8,a,b,1,34446,49,40,0
b,0,15,11,0,1,3,4,a,b,1,209101,31,25,1
b,0,12,7,0,1,4,4,b,c,2,95902,43,40,0
b,0,7,3,0,1,2,7,a,b,1,214323,56,40,0
c,0,9,2,0,1,3,7,b,e,1,236323,42,40,0
b,0,10,6,0,1,4,4,a,b,1,201127,45,56,1
g,0,13,1,0,1,3,2,b,e,1,142886,40,40,0
c,0,10,6,0,1,3,1,b,e,1,77313,44,38,0
a,0,6,13,0,1,,,b,d,1,212125,17,20,0
c,0,9,2,0,1,3,1,b,e,1,187098,36,40,0
a,0,10,6,0,1,3,6,b,d,1,196857,19,20,0
b,0,9,2,0,1,5,1,b,c,1,155314,53,40,1
b,0,10,6,0,1,2,7,a,b,1,203289,72,35,0
b,0,11,8,0,1,3,8,a,b,4,117059,46,60,0
e,0,10,6,0,1,3,4,b,e,1,178587,33,37,0
a,0,5,5,0,14,3,3,a,d,3,82393,22,40,0
a,0,7,3,0,1,,,b,f,1,145258,17,25,0
b,0,9,2,0,,3,11,a,b,1,185145,41,45,1
b,0,5,5,0,1,3,10,a,b,1,72896,46,43,0
a,0,9,2,0,1,3,6,b,d,1,134886,33,20,0
b,0,1,15,0,6,3,10,a,b,1,223212,32,40,0
c,0,9,2,0,1,2,7,a,a,1,174752,52,40,0
a,0,9,2,0,1,3,1,b,d,1,230563,27,40,0
b,0,9,2,0,1,1,13,a,b,1,353824,48,72,1
a,0,10,6,0,1,3,1,b,a,1,117363,22,35,0
c,0,9,2,0,1,3,5,a,a,1,285367,25,50,0
b,0,9,2,0,1,,,a,b,1,139391,60,42,0
b,0,11,8,0,1,3,6,a,b,1,198170,38,40,0
b,0,9,2,0,1,3,8,a,b,1,38948,37,50,0
c,0,10,6,0,1,3,1,b,e,1,188515,49,40,0
b,0,13,1,0,1,2,7,a,b,1,177810,40,30,0
b,0,9,2,3103,1,3,10,a,b,1,188432,48,46,1
a,0,10,6,0,1,3,1,b,e,2,178506,31,40,0
b,0,9,2,0,1,2,5,a,b,1,129298,40,45,0
c,0,9,2,0,1,3,6,b,e,1,165315,25,37,0
b,0,13,1,20051,1,3,2,a,b,1,117236,68,45,1
a,0,9,2,0,1,,,b,d,2,172214,18,20,0
a,0,8,16,0,1,3,9,b,d,1,63434,19,30,0
a,0,9,2,0,1,7,8,a,a,1,140854,35,60,0
c,0,9,2,0,1,3,1,b,e,1,133043,28,50,0
c,0,9,2,2597,1,3,6,b,a,1,113176,53,40,0
b,0,10,6,0,1,3,8,a,b,1,259301,33,41,0
a,0,9,2,0,1,3,3,a,d,1,196643,20,40,0
a,0,13,1,0,1,2,6,b,a,1,364365,45,35,0
b,0,13,1,0,1,3,2,a,b,1,269318,36,50,1
b,0,10,6,0,1,3,2,a,b,1,108454,34,45,0
a,0,10,6,0,1,3,1,b,d,1,171637,32,40,0
a,0,10,6,0,1,3,8,a,d,1,183589,19,25,0
a,0,9,2,0,1,3,1,b,d,1,107801,24,40,0
b,0,10,6,0,1,3,10,a,b,1,179877,34,40,1
a,0,9,2,0,1,3,1,b,f,1,168981,32,35,0
b,0,9,2,0,1,3,7,a,b,1,120590,37,45,1
e,0,10,6,0,6,3,6,b,e,1,310773,31,40,0
a,0,10,6,0,1,3,5,b,d,1,197050,21,35,0
b,0,9,2,0,1,3,8,a,b,1,159726,47,85,1
b,0,10,6,0,1,3,7,a,b,1,210797,23,40,0
b,0,14,4,0,1,3,2,a,b,1,55291,33,40,1
b,2163,13,1,0,7,,,a,b,3,141221,60,25,0
a,0,9,2,0,1,3,1,a,d,1,276718,17,20,0
b,0,9,2,0,1,3,3,a,b,1,336163,67,24,0
b,0,14,4,0,1,3,4,a,b,1,112840,57,55,1
a,0,7,3,0,32,3,3,a,d,1,165918,17,20,0
b,0,9,2,0,1,3,7,a,b,1,165745,53,40,0
b,0,10,6,3103,1,2,7,a,b,1,259299,25,50,1
b,0,9,2,0,1,1,8,a,b,1,197731,24,49,1
b,0,10,6,0,1,2,8,a,b,1,197702,48,40,0
b,1887,14,4,0,1,3,2,a,b,1,162238,51,47,1
e,0,9,2,0,1,3,13,a,a,2,213260,38,40,0
b,0,9,2,0,1,3,4,a,b,1,53833,51,46,1
a,0,9,2,0,1,3,11,b,d,1,89419,18,10,0
e,0,10,6,0,1,3,6,b,e,1,119704,23,40,0
b,0,10,6,0,1,3,7,a,b,1,433170,42,60,1
e,0,9,2,0,,3,5,b,a,1,182714,34,35,0
a,0,9,2,0,1,3,10,a,e,1,172538,39,40,0
a,0,9,2,0,1,,,a,d,1,220115,20,12,0
a,0,10,6,0,1,3,5,b,e,2,158956,39,40,0
a,0,10,6,0,1,2,9,a,d,1,25631,21,40,0
a,0,4,9,0,6,3,7,a,a,1,476558,26,40,0
b,0,10,6,0,1,4,7,a,b,1,35576,54,40,0
c,0,10,6,0,1,3,6,b,a,1,203463,34,40,0
a,0,9,2,0,1,1,8,a,d,1,317647,32,40,0
b,0,4,9,0,1,2,8,a,b,1,170411,59,40,0
b,0,7,3,0,1,,,b,c,5,174182,24,24,0
g,0,13,1,0,1,3,6,b,e,1,220055,54,40,0
b,0,13,1,0,1,3,2,a,b,1,231482,54,40,0
g,0,9,2,991,1,3,6,b,a,1,335979,67,18,0
b,0,9,2,0,1,3,4,a,b,1,279173,33,60,0
b,0,9,2,0,1,3,1,b,c,1,89559,37,40,0
c,0,13,1,0,12,3,5,b,a,1,161950,47,25,0
c,0,9,2,0,1,3,5,b,a,1,131068,51,40,0
b,0,9,2,0,1,3,8,a,b,1,219632,45,40,0
a,0,9,2,0,1,3,5,b,a,1,175507,19,30,0
b,0,16,10,0,1,7,4,a,b,1,182062,58,24,1
a,0,9,2,3325,1,3,7,a,a,2,287476,27,40,0
a,1617,10,6,0,1,3,5,b,a,1,206253,36,40,0
a,0,12,7,0,1,,,a,a,1,189203,20,40,0
a,0,9,2,0,1,3,1,b,a,1,21698,51,40,0
a,0,14,4,0,1,2,4,b,a,1,328051,45,60,0
c,0,9,2,3887,1,3,1,a,e,1,356689,32,40,0
c,0,9,2,0,1,3,5,b,a,2,121865,59,40,0
b,0,13,1,0,1,2,4,a,b,1,420986,45,40,1
b,0,9,2,0,1,,,a,b,1,218558,43,40,0
c,0,6,13,14344,1,3,4,a,e,1,288992,54,68,1
a,0,10,6,0,1,,,b,d,1,189740,20,32,0
a,0,13,1,0,1,5,4,b,d,2,188909,29,42,0
a,0,7,3,0,3,3,5,b,a,2,213081,28,40,0
a,0,7,3,0,1,2,6,b,d,1,157131,18,40,0
c,0,13,1,0,1,3,4,b,a,1,98010,49,50,0
c,0,9,2,0,1,3,7,a,a,1,207677,46,30,0
b,0,9,2,0,1,,,a,b,2,361870,58,30,0
a,0,13,1,0,6,3,4,b,a,1,266091,56,45,0
c,0,12,7,0,1,3,2,b,e,2,106627,41,50,0
b,2415,15,11,0,1,7,4,a,b,1,167793,50,60,1
b,1648,10,6,0,1,2,4,a,b,1,206682,74,35,0
b,0,9,2,0,1,3,2,a,b,1,243165,30,40,0
g,0,9,2,0,1,3,7,b,e,2,201928,62,40,0
a,0,9,2,0,1,3,10,b,d,1,128346,19,40,0
b,0,9,2,0,1,3,1,b,c,2,197288,29,40,0
a,0,10,6,0,1,,,b,f,2,169184,20,40,0
b,0,4,9,0,6,3,9,a,b,1,245521,36,35,0
a,0,9,2,0,1,3,5,a,a,1,129591,36,40,0
b,1628,12,7,0,1,5,1,b,c,1,47415,51,30,0
b,0,10,6,4386,1,2,2,a,b,1,188563,37,50,1
b,0,9,2,0,1,2,7,a,b,1,184710,29,40,0
a,0,6,13,0,1,3,3,a,d,1,63734,17,20,0
a,0,9,2,0,1,3,1,b,d,1,111256,18,20,0
a,0,13,1,0,1,7,4,a,d,1,111483,40,40,0
a,0,13,1,0,1,7,1,b,a,1,266639,26,40,0
b,0,10,6,0,1,2,7,a,b,1,93853,42,45,0
c,0,9,2,0,1,3,7,a,a,1,184207,32,40,0
b,0,5,5,0,6,3,8,a,f,1,238002,33,40,0
a,0,10,6,0,1,,,b,e,1,30237,28,40,0
b,1902,13,1,0,1,3,10,a,b,1,196545,43,40,1
b,0,9,2,0,1,3,7,a,b,1,144844,47,40,0
a,0,10,6,0,1,3,11,b,d,2,280500,37,40,0
b,0,13,1,0,1,,,a,b,1,135601,73,10,0
b,0,9,2,0,6,3,5,a,b,1,409189,37,30,0
b,0,10,6,0,1,3,1,b,f,1,23686,50,35,1
a,0,9,2,0,1,3,6,a,d,1,229756,19,50,0
b,0,10,6,0,1,5,5,a,b,1,95530,32,40,0
c,0,11,8,0,1,5,11,a,e,3,73199,44,40,0
a,0,10,6,0,1,3,5,b,d,1,196745,20,16,0
a,0,10,6,0,1,3,11,b,a,1,79481,29,40,0
a,0,10,6,0,1,,,b,d,1,116934,21,40,0
a,0,11,8,0,12,3,4,b,e,1,100950,34,40,0
b,0,13,1,0,1,5,2,a,b,1,56651,44,52,0
a,0,7,3,0,1,3,5,b,d,1,186954,18,20,0
a,0,10,6,0,1,3,11,b,f,1,264874,22,40,0
c,0,16,10,0,1,1,4,b,a,1,183092,39,40,1
a,0,10,6,0,32,5,13,a,a,1,273399,26,40,0
b,0,13,1,0,1,,,a,b,1,142443,29,25,0
a,0,10,6,0,1,3,5,a,d,1,177526,21,40,0
b,0,13,1,0,1,5,4,a,b,1,31267,49,50,0
a,0,12,7,0,1,3,10,a,d,1,321666,24,20,0
a,0,13,1,0,,3,2,a,a,1,331861,26,60,0
a,0,10,6,0,1,3,13,a,a,1,283515,25,60,0
b,0,12,7,0,1,3,4,a,b,1,54608,30,40,0
b,0,13,1,0,1,3,4,a,b,1,162238,52,38,1
b,0,9,2,0,1,3,7,a,b,1,175931,30,40,0
a,0,9,2,0,1,3,1,a,a,1,236804,20,40,0
c,0,9,2,0,1,3,3,a,a,1,168782,31,40,0
b,0,13,1,0,1,3,2,a,b,1,227065,44,40,1
b,0,10,6,0,1,7,6,a,b,1,285335,46,60,1
a,0,9,2,0,1,3,9,b,d,1,259705,31,40,0
g,0,4,9,0,1,3,5,b,a,1,24384,57,10,0
b,0,9,2,0,1,3,7,a,b,1,322013,58,40,0
b,0,9,2,0,1,3,7,a,b,1,49797,41,40,0
a,0,9,2,0,1,3,1,b,a,1,52566,23,40,0
c,0,9,2,0,1,3,5,b,e,1,266275,47,40,0
b,2246,15,11,0,1,2,4,a,b,1,285408,72,28,1
c,1876,13,1,0,1,2,2,a,a,1,177858,26,38,0
a,0,10,6,0,1,4,1,a,d,1,183804,45,40,0
b,0,15,11,99999,1,3,2,a,b,1,107231,48,50,1
a,0,10,6,0,1,3,3,a,a,1,173679,23,40,0
a,0,9,2,0,1,5,5,b,e,2,163965,20,40,0
a,0,7,3,0,32,3,5,a,d,1,173585,18,15,0
a,0,13,1,0,1,3,2,b,a,1,172009,27,40,0
a,0,9,2,0,1,3,3,a,a,1,44363,25,35,0
a,0,9,2,0,1,3,15,b,e,2,246392,45,30,0
a,0,10,6,0,1,3,2,b,a,2,167033,53,40,0
b,0,10,6,0,1,3,7,a,b,1,143822,54,45,1
b,1902,9,2,0,1,3,6,a,b,1,37869,41,40,1
a,0,5,5,0,6,3,10,a,f,1,447488,23,35,0
a,0,6,13,0,1,3,5,a,d,1,239346,17,18,0
b,0,9,2,0,1,3,7,a,b,1,245975,42,40,0
d,0,8,16,0,1,3,4,a,a,1,34632,61,40,0
g,2258,10,6,0,1,3,1,b,e,1,121362,57,38,1
a,0,10,6,0,1,1,7,a,d,1,24008,21,35,0
b,0,10,6,0,1,3,6,a,b,1,165492,44,40,1
c,0,12,7,0,1,3,5,a,a,1,326048,48,44,0
c,0,15,11,0,1,3,9,a,e,1,250821,46,48,0
a,0,9,2,0,1,2,9,a,a,1,154641,37,86,0
a,0,9,2,0,1,3,2,b,a,1,198202,35,54,0
a,0,13,1,0,1,5,8,b,a,1,170504,27,40,0
a,0,10,6,0,4,3,6,a,a,5,191342,28,40,0
a,0,9,2,0,1,3,3,a,d,1,238969,19,10,0
b,0,13,1,0,1,2,6,a,b,1,344128,63,50,1
c,0,9,2,0,1,,,b,a,1,148694,69,40,0
g,0,12,7,0,15,,,b,a,1,180187,69,6,0
d,0,11,8,0,12,1,13,b,d,1,168894,36,40,0
a,0,8,16,0,1,3,5,a,d,1,203263,20,35,0
b,0,13,1,0,1,1,13,a,b,1,89564,28,50,0
b,0,9,2,0,1,3,6,b,c,1,97562,58,38,0
b,0,9,2,0,1,3,6,a,b,1,336540,48,40,0
c,0,10,6,0,1,3,2,b,e,1,139647,39,56,0
b,2051,9,2,0,1,3,7,a,b,1,160192,38,44,0
c,0,12,7,0,1,5,4,b,a,1,320386,50,40,0
a,0,13,1,0,1,3,4,b,a,1,32126,35,40,0
c,0,13,1,0,1,2,2,a,e,1,275445,45,50,0
b,0,10,6,0,1,7,7,a,b,1,54953,38,38,0
c,0,12,7,0,1,3,2,b,e,1,103580,54,55,1
a,0,13,1,0,10,3,4,b,d,1,245565,42,12,0
e,0,6,13,0,,3,7,b,e,2,39223,32,40,0
b,0,16,10,0,,1,4,a,b,3,117357,55,70,1
b,0,10,6,0,1,3,6,a,b,1,207385,63,30,0
a,0,5,5,0,6,3,10,a,a,1,355287,21,48,0
b,0,14,4,0,1,,,a,b,1,141218,62,30,1
b,0,13,1,0,1,5,13,a,b,1,207677,46,40,1
a,0,10,6,0,1,3,1,b,e,2,102114,43,40,0
b,0,9,2,0,1,2,2,a,b,1,60269,35,60,0
b,0,5,5,0,1,3,8,a,b,1,278632,37,40,0
a,0,9,2,0,6,3,7,b,e,1,355551,51,45,0
b,0,13,1,0,11,3,2,a,b,1,246891,45,72,1
a,1602,8,16,0,1,3,5,a,d,1,124486,19,20,0
b,1902,9,2,0,1,,,a,b,1,202106,61,40,1
g,0,5,5,0,1,3,2,a,a,2,191417,61,65,0
a,0,9,2,0,1,3,6,b,a,1,184543,21,40,0
b,0,9,2,0,1,3,8,a,b,1,122206,45,40,0
b,0,13,1,0,1,3,2,a,b,1,229015,38,50,1
b,0,13,1,0,1,3,4,b,c,1,130067,28,40,1
b,0,13,1,0,1,5,4,a,b,1,306495,40,35,0
a,0,9,2,0,1,3,10,b,e,2,232855,32,40,0
d,0,10,6,0,1,5,1,b,e,2,171328,55,35,0
g,0,9,2,0,1,3,4,b,a,1,144182,64,23,0
e,0,9,2,0,1,3,1,a,e,1,102858,34,40,0
a,0,10,6,0,1,,,a,d,1,199495,19,60,0
c,0,10,6,0,1,3,5,b,e,2,209438,58,40,0
b,1485,12,7,0,1,3,7,a,b,1,74895,46,55,0
b,0,11,8,0,1,3,2,a,b,1,184378,44,40,0
e,0,10,6,0,1,3,5,b,e,2,446512,31,40,0
a,0,9,2,0,1,4,10,b,e,1,113688,31,40,0
b,0,10,6,0,1,3,6,b,c,1,333305,39,45,1
a,0,8,16,0,1,3,6,b,d,1,118535,19,18,0
c,0,9,2,0,1,3,5,b,e,1,76142,56,40,0
b,0,5,5,0,1,5,2,a,b,1,38795,53,40,0
b,0,14,4,0,,3,4,a,b,1,208478,68,18,0
g,0,9,2,991,1,3,5,b,a,1,203313,69,18,0
b,0,10,6,0,1,3,6,a,b,1,247483,62,40,1
b,0,9,2,0,1,1,5,a,b,1,198686,62,40,0
c,0,9,2,0,1,3,5,b,e,1,56118,39,40,0
a,0,12,7,0,1,4,2,a,a,1,359808,45,40,0
b,0,10,6,0,1,3,1,a,b,2,231554,29,50,0
b,0,10,6,0,1,3,5,a,b,1,34848,33,40,0
b,0,10,6,7298,1,3,10,a,b,2,199934,34,40,1
a,0,9,2,0,1,3,10,b,a,1,196243,29,40,0
b,0,7,3,6418,1,7,2,a,b,1,66360,65,35,1
a,0,10,6,0,1,3,6,b,d,1,189487,18,35,0
a,0,9,2,0,1,3,9,a,d,1,194848,22,40,0
b,1902,13,1,0,1,3,1,a,b,1,167309,30,40,1
b,0,13,1,0,1,3,10,a,b,1,192878,44,40,1
c,0,10,6,0,1,3,4,b,e,1,70209,48,20,0
c,0,9,2,0,1,4,1,a,a,1,123011,52,45,0
b,0,13,1,7688,29,2,2,a,b,3,135339,53,20,1
d,0,9,2,1471,1,4,1,b,e,1,497486,48,40,0
a,0,13,1,0,1,3,1,b,d,1,178478,25,40,0
b,0,13,1,7688,1,3,6,a,b,1,149909,41,50,1
a,0,9,2,0,1,3,7,a,a,1,103323,37,40,0
b,0,6,13,0,1,3,8,a,b,2,239404,55,45,0
a,0,9,2,0,1,3,1,b,a,1,165082,67,38,0
c,0,10,6,0,1,3,1,a,a,1,389725,36,45,0
e,0,9,2,0,1,3,6,b,a,1,374580,47,52,0
a,0,9,2,0,1,,,b,e,1,187983,36,40,0
a,0,13,1,0,1,3,6,b,a,1,259300,25,16,0
a,0,5,5,0,6,3,9,a,f,1,277695,19,16,0
e,0,4,9,0,1,3,10,a,d,1,230248,24,40,0
a,0,10,6,0,1,2,6,a,d,1,196342,30,25,0
a,0,7,3,0,1,3,1,a,d,1,160968,17,16,0
a,0,13,1,0,1,3,1,a,d,1,115438,28,40,0
b,0,11,8,3908,1,3,1,a,b,1,231043,34,45,0
b,0,10,6,0,1,3,6,a,b,1,129597,35,46,0
b,0,10,6,0,1,5,13,a,b,2,387108,24,40,0
b,0,9,2,0,1,3,1,b,c,1,105936,43,35,1
a,0,9,2,0,,3,10,a,a,2,107242,20,40,0
c,0,14,4,0,1,3,2,a,e,1,125000,55,40,1
a,0,10,6,0,1,3,1,b,d,2,229456,22,35,0
a,0,10,6,0,1,3,5,a,d,1,230113,20,50,0
c,0,9,2,0,1,3,5,b,e,1,106698,44,40,0
a,0,12,7,0,1,3,7,a,a,1,133454,38,40,0
g,0,5,5,0,1,3,6,b,e,2,295520,53,25,0
e,0,10,6,2597,1,3,6,a,d,4,151551,26,48,0
b,1902,10,6,0,1,3,13,a,b,1,100313,58,40,1
a,0,9,2,0,1,3,2,a,a,1,320294,23,40,0
b,0,2,14,0,1,3,8,a,b,1,162381,53,50,0
c,0,9,2,2354,1,3,7,a,e,1,183898,35,40,0
b,0,9,2,0,1,7,6,a,b,1,32016,41,62,0
b,0,9,2,0,1,3,10,a,b,1,117028,31,40,0
g,0,9,2,0,1,3,4,b,e,2,280278,50,40,0
b,0,5,5,0,1,3,6,a,b,2,342906,57,55,1
b,0,7,3,0,1,3,11,a,b,1,181598,25,40,0
b,0,9,2,0,1,3,10,a,b,1,224059,23,40,0
a,0,13,1,0,1,3,2,a,a,1,148549,48,50,0
c,0,10,6,0,1,3,6,b,a,1,97355,34,60,0
b,0,10,6,0,,3,7,a,b,3,154571,37,40,0
b,0,13,1,0,4,7,6,a,f,3,140988,43,45,0
a,0,10,6,1055,1,3,6,a,f,1,148409,20,20,0
b,0,13,1,99999,1,5,4,a,b,1,150755,40,75,1
b,1579,10,6,0,1,3,1,b,c,1,87006,27,40,0
b,0,6,13,0,1,3,7,a,b,1,112158,35,40,0
a,0,13,1,0,1,3,6,b,a,1,121488,33,40,0
c,0,10,6,0,1,1,7,b,a,1,283635,57,40,0
b,0,12,7,0,1,3,11,a,b,3,69758,43,40,0
b,1848,12,7,0,1,3,2,a,b,1,199900,40,55,1
c,0,10,6,0,1,3,8,a,a,1,88019,54,55,0
c,0,10,6,0,1,3,1,b,a,1,31935,28,40,0
b,0,9,2,0,1,3,7,a,b,1,323055,32,40,0
b,0,9,2,0,1,3,6,a,b,1,189498,49,50,1
b,0,9,2,0,1,3,7,a,b,1,89041,52,40,0
b,0,6,13,0,1,3,8,a,b,1,112507,41,60,0
a,0,9,2,0,1,3,9,a,d,1,236940,19,40,0
c,0,9,2,0,1,3,7,b,d,1,278514,33,42,0
a,0,10,6,0,1,,,a,e,1,433330,21,40,0
b,0,13,1,0,1,3,4,b,c,1,258379,25,32,0
c,0,7,3,0,1,3,6,b,e,1,162028,44,44,0
a,0,10,6,0,1,3,4,a,d,1,197997,20,40,0
d,0,6,13,0,29,3,5,a,a,3,98350,46,37,0
b,0,9,2,0,1,3,6,a,b,1,165848,39,50,0
a,0,9,2,0,1,3,3,a,a,1,178615,34,40,0
a,0,9,2,0,1,3,3,a,d,1,228939,19,35,0
b,0,9,2,5178,1,3,7,a,b,1,210498,27,40,1
b,0,5,5,0,1,3,8,a,b,1,154891,53,40,0
c,0,11,8,0,1,3,10,a,e,1,165937,46,40,0
a,0,13,1,2907,1,,,a,d,1,138768,23,40,0
a,0,10,6,0,14,3,10,a,f,3,160120,39,40,0
b,0,9,2,0,1,3,3,a,b,1,382368,30,40,0
b,0,14,4,0,1,3,2,a,b,1,123011,53,45,1
b,0,5,5,0,1,3,3,a,b,1,119033,33,40,0
b,0,10,6,0,1,3,2,b,c,1,496856,22,40,0
c,0,10,6,0,1,3,5,b,e,2,194049,44,35,0
c,0,10,6,0,1,3,6,b,e,4,299223,30,40,0
c,0,10,6,0,1,3,1,b,a,1,174788,66,20,0
b,0,13,1,0,1,3,7,a,b,1,176101,39,40,0
b,0,9,2,0,1,3,4,a,b,1,38948,37,50,1
b,0,9,2,0,1,3,3,b,c,1,271933,34,40,0
a,0,7,3,0,1,3,7,a,d,1,122041,17,20,0
a,0,13,1,0,1,3,6,a,a,1,115932,43,60,1
b,0,13,1,0,1,3,4,a,b,1,265105,46,50,1
a,0,7,3,0,1,3,5,a,a,1,100828,17,20,0
b,0,4,9,3137,16,3,10,a,b,1,121319,60,40,0
b,0,14,4,5013,1,3,11,a,b,1,308028,63,40,0
b,0,12,7,0,1,3,6,a,b,1,213214,42,40,0
b,0,5,5,0,6,3,7,a,b,5,348618,30,40,0
b,0,9,2,0,1,3,8,a,b,1,275632,33,40,0
b,0,10,6,0,1,3,6,a,b,4,239161,43,40,0
a,0,5,5,0,6,3,2,b,f,1,215495,20,40,0
a,0,10,6,0,1,3,9,a,f,2,214063,30,72,0
b,0,9,2,0,1,3,8,a,b,1,122493,37,45,0
